Date,Code,Type,Category,Details,Amount
5/1/2024,POS,Expenses,Groceries,Groceries - Walmart,26.45
5/2/2024,POS,Expenses,Internet,Venmo for internet (2023-2024) (Russell Pierzinski),312
5/2/2024,POS,Expenses,Recreation,Venmo for Axe body spray for Will's bedroom (John Doe),7.42
5/2/2024,POS,Expenses,Groceries,Groceries - Walmart,3.3
5/2/2024,POS,Expenses,Gifts,Bought Biesecker gift for helping me with Real Analysis,23.56
5/3/2024,POS,Expenses,Rent,Rent (April),329.65
5/3/2024,POS,Expenses,Groceries,Groceries - Walmart,12.71
5/3/2024,POS,Expenses,Dining Out,Went to Culver's,7.81
5/5/2024,POS,Expenses,Other,Bought new shoes,111.5
5/6/2024,POS,Expenses,Dining Out,Went to Wendy's,4.29
5/6/2024,POS,Expenses,Recreation,Venmo for Farming Simulator surver (John Doe),3.5
5/7/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,3000
5/7/2024,POS,Expenses,Utilities,Utilities (Feburary),102.37
5/7/2024,POS,Expenses,Recreation,Venmo for pickleball paddle (John Doe),26.5
5/8/2024,POS,Expenses,Other,Venmo for carabiner (Jane Doe),3
5/8/2024,POS,Expenses,Other,Bought Stillness is The Key book,27.61
5/9/2024,POS,Expenses,Groceries,Groceries - Walmart,1.4
5/9/2024,POS,Expenses,Groceries,Groceries - Walmart,6.8
5/9/2024,POS,Expenses,Education/Training,College University Tuition and Fees,2452.7
5/10/2024,DEP,Income,Deposit TWO,Corporate Industries Paycheck,701.2
5/10/2024,POS,Expenses,Dining Out,Venmo for Culver's (John Doe),8.5
5/12/2024,DEP,Income,Deposit Other,Refund from Scheels for shoes,111.5
5/12/2024,POS,Expenses,Groceries,Groceries - Target,33.41
5/12/2024,POS,Expenses,Recreation,Bought plant seeds at Lowe's,8.68
5/12/2024,POS,Expenses,Gifts,Bought flowers for Mom for Mother's Day,26.49
5/13/2024,POS,Expenses,Groceries,Groceries - Walmart,31.68
5/13/2024,POS,Expenses,Gas & Misc.,Gas,50
5/13/2024,POS,Expenses,Dining Out,Venmo for ice cream cone at Dairy Queen (John Doe),3
5/13/2024,ACH,Savings,Big Savings Bank,Car payment,100
5/13/2024,POS,Expenses,Student Loans,Student loan payment,225
5/13/2024,ACH,Savings,Big Savings Bank,Transfer to savings,400
5/14/2024,POS,Expenses,Health Care,Bought contacts,178
5/14/2024,POS,Expenses,Health Care,Co-pay for eye exam,50
5/15/2024,POS,Expenses,Gas & Misc.,Oil change,50.96
5/15/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,390.17
5/18/2024,POS,Expenses,Other,Buy Stuff for Jane's Mom at Target,81.83
5/18/2024,POS,Expenses,Recreation,Bought plane tickets for Colorado trip,142.08
5/20/2024,DEP,Income,Deposit Other,Venmo cashout,81.83
5/20/2024,POS,Expenses,Dining Out,Venmo for coffee (Jane Doe),7
5/21/2024,POS,Expenses,Gas & Misc.,Gas,10
5/21/2024,DEP,Income,Deposit Other,First Money Bank Rewards,71.59
5/21/2024,DEP,Income,Deposit Other,Venmo cashout,7
5/21/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),10.52
5/22/2024,POS,Expenses,Utilities,Utilities (March),99.73
5/22/2024,POS,Expenses,Other,Bought Jane's Mom Coffee,35.38
5/23/2024,POS,Expenses,Health Care,Bought retainer for sleeping,100
5/23/2024,POS,Expenses,Fitness,Bike tune up,226.18
5/23/2024,POS,Expenses,Gas & Misc.,Gas,25
5/23/2024,DEP,Income,Deposit Other,Graduation gift from Aunt Amy,100
5/23/2024,DEP,Income,Deposit Other,deposit check from Active Junky,52.99
5/24/2024,DEP,Income,Deposit TWO,Corporate Industries Paycheck,199.25
5/25/2024,POS,Expenses,Recreation,Bought spinach seeds,3.18
5/26/2024,POS,Expenses,Groceries,Bought tea leaves,11.68
5/26/2024,POS,Expenses,Groceries,Groceries - Sam's Club,24.88
5/26/2024,POS,Expenses,Groceries,Groceries - Costco,33.97
5/27/2024,POS,Expenses,Apple Music,Apple Music,6.36
5/27/2024,POS,Expenses,Gas & Misc.,Car wash,10
5/28/2024,DEP,Income,Deposit Other,Venmo cashout,36
5/28/2024,POS,Expenses,Gas & Misc.,Front end work on the F-150,1720.9
5/28/2024,POS,Expenses,Other,Paid for pizza for backyard pool concrete job,22.5
5/29/2024,POS,Expenses,Gifts,Bought Jane a camera for her birthday/anniversary,115.5
5/30/2024,POS,Expenses,Gifts,Bought memory card for Jane's camera,11.66
5/30/2024,POS,Expenses,Gas & Misc.,Gas,30
5/31/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1119.18
5/31/2024,POS,Expenses,Gifts,Shipped Jane's camera to her,121.73
6/1/2024,POS,Expenses,Gas & Misc.,Gas,50
6/1/2024,POS,Expenses,Recreation,Bought plane tickets for Colorado trip,87.96
6/2/2024,POS,Expenses,Recreation,Bought Panera with Dad and Ryker,10.16
6/3/2024,ACH,Savings,Big Savings Bank,Transfer to savings,1003
6/4/2024,DEP,Income,Deposit Other,Deposit check from Get-Well Hospital,239
6/4/2024,DEP,Income,Deposit Other,Transfer from Dad,1250
6/4/2024,POS,Expenses,Recreation,Venmo for tent (Mitchell Thomas),15
6/4/2024,POS,Expenses,Rent,Rent (May 2024),290
6/5/2024,POS,Expenses,Health Care,Paid Get-Well Hospital bill,100
6/5/2024,POS,Expenses,Recreation,Train ticket (Denver),10
6/6/2024,DEP,Income,Deposit Other,Venmo cashout,23
6/6/2024,POS,Expenses,Dining Out,Ate lunch with Jane at Kiewit,12.75
6/6/2024,POS,Expenses,Dining Out,Ate at Cheesecake Factory,25.21
6/7/2024,POS,Expenses,Dining Out,Denver coffee place,8.43
6/8/2024,POS,Expenses,Fitness,Strava Premium,42.47
6/8/2024,POS,Expenses,Recreation,Got clothes at Under Armour in Denver,58.38
6/8/2024,POS,Expenses,Recreation,Bought dress clothes in Denver,157.69
6/9/2024,POS,Expenses,Recreation,Bought dress clothes in Denver,135.51
6/9/2024,POS,Expenses,Recreation,Bought new jeans,54.46
6/10/2024,POS,Expenses,Dining Out,Groceries - Costco,13
6/10/2024,POS,Expenses,Groceries,Bought stuff at Safeway in Estes,33.84
6/11/2024,POS,Expenses,Recreation,Bought food at gas station,3.58
6/11/2024,POS,Expenses,Dining Out,Venmo for Flower Child in Denver (Jane Doe),16.15
6/11/2024,POS,Expenses,Other,Transfer to Dad,100
6/12/2024,POS,Expenses,Dining Out,Got McDonald's,10.15
6/12/2024,POS,Expenses,Dining Out,Ate at Costco,3.24
6/13/2024,POS,Expenses,Gas & Misc.,Venmo for gas (Mitchell Thomas),14
6/14/2024,POS,Expenses,Dining Out,Denver coffee place,8.43
6/14/2024,POS,Expenses,Dining Out,Got McDonald's,7.32
6/14/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1815.79
6/14/2024,POS,Expenses,Gas & Misc.,Venmo for gas (Sarah Turpen),10
6/14/2024,POS,Expenses,Recreation,Venmo for Zach Bryan tickets in Denver (Ella Doe),120
6/15/2024,POS,Expenses,Gifts,Bought supplies for cornhole boards,127.51
6/17/2024,DEP,Income,Transfer from Other,Transfer from Dad,100
6/17/2024,POS,Expenses,Recreation,Venmo for school help (Brandon Clausen),3
6/17/2024,POS,Expenses,Recreation,Withdrew money for guitar,80
6/17/2024,POS,Expenses,Groceries,Groceries - GroceryMart,21
6/19/2024,POS,Expenses,Haircuts,Haircut,24.12
6/19/2024,POS,Expenses,Gas & Misc.,Gas,50
6/21/2024,POS,Expenses,Education/Training,ChatGPT Premium,21.24
6/21/2024,POS,Expenses,Recreation,Bought guitar strap and kapo,2.49
6/22/2024,POS,Expenses,Groceries,Groceries - Costco,70.06
6/23/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,19.87
6/23/2024,POS,Expenses,Gas & Misc.,Gas,28
6/23/2024,POS,Expenses,Groceries,Groceries - Costco,51.77
6/24/2024,POS,Expenses,Other,Bought Phone charger,12.83
6/24/2024,POS,Expenses,Gas & Misc.,Gas,66.5
6/24/2024,POS,Expenses,Fitness,Bought bike pump (returned),21.36
6/24/2024,POS,Expenses,Fitness,Bought bike pump,37.41
6/24/2024,DEP,Income,Deposit Other,Refund from Walmart for bike pump,21.36
6/24/2024,POS,Expenses,Dining Out,Ate at Raising Canes,11.33
6/24/2024,POS,Expenses,Utilities,Utilities (April),78.43
6/25/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,300
6/25/2024,POS,Expenses,Recreation,Venmo for Zach Bryan tickets in Grand Forks (John Doe),250
6/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
6/25/2024,POS,Expenses,Dining Out,Ate at BusinessCorp Café,11.85
6/26/2024,POS,Expenses,Other,Parking meter in Des Moines,1.78
6/26/2024,POS,Expenses,Dining Out,Venmo for Pancheros (Nathan Roberts),12
6/26/2024,POS,Expenses,Dining Out,Went to Dunkin' Donuts,6.96
6/27/2024,POS,Expenses,Dining Out,Ate at Jimmy John's,11.75
6/27/2024,POS,Expenses,Other,Parking meter in Des Moines,2.93
6/28/2024,POS,Expenses,Dining Out,Ate at Tasty Tacos,14.93
6/28/2024,POS,Expenses,Gas & Misc.,Gas,72
6/28/2024,POS,Expenses,Other,Hotel for BusinessCorp visit,403.2
6/28/2024,POS,Expenses,Dining Out,Ate at BusinessCorp Café,9.13
6/28/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,929.99
6/30/2024,POS,Expenses,Dining Out,Went to Dairy Queen,5.67
6/30/2024,POS,Expenses,Groceries,Vitamins,22
6/30/2024,POS,Expenses,Recreation,Bought Dad Arnold Palmer,2.74
7/3/2024,POS,Expenses,Rent,Rent (June 2024),290
7/3/2024,POS,Expenses,Groceries,Groceries - Walmart,24.84
7/5/2024,POS,Expenses,Recreation,Got coffee,5.56
7/8/2024,DEP,Income,Deposit Other,Venmo cashout,13
7/8/2024,POS,Expenses,Recreation,Venmo for Denver Train (Jane Doe),10
7/9/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,800
7/10/2024,DEP,Income,Deposit Other,Venmo cashout,10
7/10/2024,POS,Expenses,Dining Out,Venmo for PF Changs (Jane Doe),15.52
7/11/2024,POS,Expenses,Groceries,Groceries - Target,9.51
7/11/2024,POS,Expenses,Groceries,Groceries - Target,18.56
7/11/2024,POS,Expenses,Other,Train ticket (Denver),10
7/11/2024,POS,Expenses,Fitness,Bought water bladder and shoes at REI,233.96
7/11/2024,POS,Expenses,Recreation,Denver coffee place,8.34
7/12/2024,POS,Expenses,Recreation,Bought bear spray,32.5
7/13/2024,POS,Expenses,Recreation,Bought granola bar in Twin Lakes,1.91
7/14/2024,POS,Expenses,Dining Out,Grabbed food in Aspen with Jane,47.84
7/14/2024,POS,Expenses,Recreation,Bought sparkling water,3.2
7/15/2024,POS,Expenses,Dining Out,Went to In N Out Burger,6.5
7/15/2024,POS,Expenses,Dining Out,Went to Tropical Smoothie,24.86
7/15/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,2593.12
7/15/2024,POS,Expenses,Groceries,Venmo for hiking groceries (Mitchell Thomas),30
7/16/2024,DEP,Income,Deposit Other,Venmo cashout,50.52
7/16/2024,POS,Expenses,Dining Out,Went to Chipotle,10.32
7/16/2024,POS,Expenses,Recreation,Parking meter in Denver,4
7/16/2024,POS,Expenses,Recreation,Denver coffee place,8.34
7/17/2024,POS,Expenses,Recreation,Venmo for food (Jane Doe),20
7/17/2024,ACH,Savings,Big Savings Bank,Transfer to savings,2300
7/17/2024,POS,Expenses,Dining Out,Went to McDonald's,5.5
7/19/2024,POS,Expenses,Recreation,Scooter ride in Colorado Springs,4.46
7/19/2024,POS,Expenses,Fitness,Bought Shokz headphones,132.7
7/19/2024,POS,Expenses,Gas & Misc.,Gas,66
7/19/2024,POS,Expenses,Recreation,Bought guitar picks,9
7/20/2024,POS,Expenses,Groceries,Groceries - Walmart,11.84
7/20/2024,POS,Expenses,Dining Out,Went to Tropical Smoothie,6.96
7/20/2024,POS,Expenses,Dining Out,Went to McDonald's,3.22
7/20/2024,POS,Expenses,Dining Out,Went to McDonald's,10.71
7/20/2024,POS,Expenses,Recreation,Went golfing with Andrew and Tyler,38.07
7/21/2024,POS,Expenses,Education/Training,ChatGPT Premium,21.24
7/22/2024,POS,Expenses,Recreation,Bought Bose headphones,243.2
7/22/2024,POS,Expenses,Dining Out,Venmo for Applebees (John Doe),15
7/23/2024,POS,Expenses,Other,Bought Andrew new Goodrs,33.97
7/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
7/28/2024,POS,Expenses,Dining Out,Bought lunch for Mom and Dad,41.27
7/29/2024,POS,Expenses,Groceries,Bought sparkling water,2.43
7/29/2024,POS,Expenses,Gas & Misc.,Gas,50
7/30/2024,POS,Expenses,Groceries,Groceries - Walmart,14.23
7/30/2024,POS,Expenses,Education/Training,Bought Defining Decade book,13.67
7/31/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,4645.5
7/31/2024,POS,Expenses,Groceries,Venmo for pizza rolls (John Doe),3.01
7/31/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,1.77
7/31/2024,POS,Expenses,Recreation,Bought smoothie,7.68
8/1/2024,ACH,Savings,Big Savings Bank,Transfer to savings,3583.41
8/3/2024,POS,Expenses,Education/Training,LinkedIn Premium,42.47
8/3/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,8.9
8/3/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,4.02
8/3/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,10.7
8/3/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,19.4
8/6/2024,POS,Expenses,Recreation,Got pizza at Wooden Legs,19.67
8/7/2024,POS,Expenses,Gas & Misc.,Gas,15
8/8/2024,POS,Expenses,Recreation,Bought Flo Rida tickets,140
8/8/2024,POS,Expenses,Dining Out,Went to McDonald's,5.35
8/9/2024,DEP,Income,Transfer from Other,Transfer from Dad,120
8/9/2024,POS,Expenses,Rent,Rent (July 2024),290
8/10/2024,POS,Expenses,Dining Out,Ate at Taco John's,7.5
8/10/2024,POS,Expenses,Gas & Misc.,Oil change,50.96
8/10/2024,POS,Expenses,Other,Bought navy blue suit,318.59
8/10/2024,POS,Expenses,Gas & Misc.,Gas,50
8/11/2024,POS,Expenses,Gas & Misc.,Gas,47
8/11/2024,POS,Expenses,Dining Out,Bought food at gas station,6.88
8/11/2024,POS,Expenses,Dining Out,Bought food at gas station,6.19
8/11/2024,POS,Expenses,Dining Out,Ate at Taco Bell,12.82
8/11/2024,POS,Expenses,Gas & Misc.,Gas,53.25
8/12/2024,POS,Expenses,Recreation,Bought Iowa State Fair Cookie bucket for team meeting,20
8/12/2024,POS,Expenses,Dining Out,Bought food at Iowa State Fair,16
8/12/2024,POS,Expenses,Dining Out,Bought food at Iowa State Fair,8
8/12/2024,POS,Expenses,Dining Out,Bought food at Iowa State Fair,12
8/12/2024,POS,Expenses,Dining Out,Bought food at Iowa State Fair,10
8/12/2024,POS,Expenses,Dining Out,Ate at BusinessCorp Café,4.23
8/12/2024,POS,Expenses,Recreation,Withdrew money for visiting Brandon,45
8/12/2024,POS,Expenses,Recreation,Non-First Money Bank ATM fee,2.5
8/13/2024,POS,Expenses,Dining Out,Bought Arnold Palmer in Des Moines,9.36
8/14/2024,POS,Expenses,Recreation,Bought Motley Crue tickets,65
8/14/2024,POS,Expenses,Dining Out,Ate at Big Grove in Des Moines with team,34.28
8/14/2024,POS,Expenses,Dining Out,Ate at Jimmy John's,13.62
8/14/2024,POS,Expenses,Dining Out,Got Starbucks,9.47
8/14/2024,POS,Expenses,Recreation,Parking meter,0.25
8/14/2024,POS,Expenses,Dining Out,Ate at BusinessCorp Café,8.38
8/15/2024,POS,Expenses,Dining Out,Ate at Blaze Pizza,19.04
8/15/2024,POS,Expenses,Dining Out,Got Starbucks,7.05
8/15/2024,POS,Expenses,Dining Out,Ate at BusinessCorp Café,12.44
8/15/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,929.99
8/16/2024,POS,Expenses,Dining Out,Got Starbucks,5.23
8/16/2024,POS,Expenses,Dining Out,Went to Freddy's with Jeremy,8
8/16/2024,POS,Expenses,Dining Out,Went to Freddy's with Jeremy,5
8/16/2024,POS,Expenses,Gas & Misc.,Gas,55
8/16/2024,POS,Expenses,Other,Hotel for BusinessCorp visit,403.2
8/16/2024,POS,Expenses,Dining Out,Went to Culver's,11.01
8/16/2024,POS,Expenses,Dining Out,Ate at BusinessCorp Café,5.83
8/18/2024,POS,Expenses,Recreation,Bought stuff at the Metallica pop-up shop,92.26
8/18/2024,POS,Expenses,Dining Out,Bought burgers at U.S. Bank Stadium for Metallica concert,45.98
8/18/2024,POS,Expenses,Recreation,Paid for parking at Metallica concert,60
8/18/2024,POS,Expenses,Recreation,Paid for parking at Metallica concert,5.45
8/18/2024,POS,Expenses,Recreation,Paid for parking at Green Day concert,20
8/19/2024,POS,Expenses,Recreation,Hotel for Minneapolis trip with Mom and Dad,321.88
8/19/2024,POS,Expenses,Groceries,Groceries - Costco,215.64
8/19/2024,POS,Expenses,Gifts,Withdrew money for Sean's Christmas present,22.95
8/19/2024,POS,Expenses,Other,Non-First Money Bank ATM fee,2.5
8/20/2024,POS,Expenses,Gifts,Bought Jane birthday present (Scheels gift card),90.88
8/21/2024,POS,Expenses,Groceries,Groceries - Walmart,10.73
8/21/2024,POS,Expenses,Groceries,Groceries - Walmart,35.95
8/21/2024,POS,Expenses,Education/Training,ChatGPT Premium,21.24
8/21/2024,POS,Expenses,Recreation,Went to Coffee Town,5.29
8/22/2024,POS,Expenses,Gas & Misc.,Gas,65
8/22/2024,POS,Expenses,Groceries,Groceries - Walmart,11.14
8/23/2024,POS,Expenses,Groceries,Groceries - Amazon,179.51
8/24/2024,POS,Expenses,Groceries,Bought new fuses and batteries,30.74
8/24/2024,POS,Expenses,Groceries,Groceries - GroceryMart,20
8/24/2024,POS,Expenses,Recreation,Bought new parts for guitar,95.57
8/25/2024,POS,Expenses,Dining Out,Got ice cream,15.94
8/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
8/26/2024,POS,Expenses,Other,Bought God Speed hat for Jane,50
8/26/2024,POS,Expenses,Dining Out,Bought food at gas station,6.62
8/26/2024,POS,Expenses,Dining Out,Ate at Taco Bell,7.46
8/26/2024,DEP,Income,Transfer from Other,Transfer from Dad,800
8/27/2024,DEP,Income,Deposit Other,Venmo cashout,45
8/27/2024,POS,Expenses,Gas & Misc.,Venmo for gas (Emily Johnson),20
8/27/2024,POS,Expenses,Education/Training,McAffee antivirus protection,47.78
8/27/2024,POS,Expenses,Dining Out,Bought food at gas station,7.4
8/28/2024,DEP,Income,Deposit Other,Venmo cashout,10
8/28/2024,POS,Expenses,Groceries,Venmo for protien powder (John Doe),38.12
8/29/2024,POS,Expenses,Groceries,Groceries - GroceryMart,20
8/29/2024,POS,Expenses,Groceries,Groceries - Walmart,7.18
8/29/2024,POS,Expenses,Dining Out,Got coffee,7.35
8/29/2024,POS,Expenses,Dining Out,Wooden Legs,2.07
8/30/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,2593.12
8/30/2024,ACH,Savings,Big Savings Bank,Car payment,100
8/30/2024,ACH,Savings,Big Savings Bank,Transfer to savings,1000
8/30/2024,POS,Expenses,Groceries,Groceries - Walmart,40.71
8/31/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,30.59
8/31/2024,POS,Expenses,Gas & Misc.,Gas,60
9/1/2024,POS,Expenses,Dining Out,Got ice cream,11.23
9/1/2024,POS,Expenses,Recreation,Paid for guitar repair,53.08
9/1/2024,POS,Expenses,Recreation,Bought guitar amp,195
9/2/2024,POS,Expenses,Groceries,Groceries - GroceryMart,4
9/2/2024,POS,Expenses,Recreation,Bought stuff at T.J. Maxx,60.5
9/2/2024,POS,Expenses,Groceries,Groceries - Walmart,5.28
9/2/2024,POS,Expenses,Education/Training,Bought book for class,63
9/3/2024,POS,Expenses,Recreation,Ultimate Guitar Subscription,74.99
9/3/2024,POS,Expenses,Groceries,Groceries - GroceryMart,17
9/4/2024,POS,Expenses,Dining Out,Went to Culver's,7.05
9/4/2024,DEP,Income,Transfer from Savings,Transfer from savings,5000
9/5/2024,DEP,Income,Transfer from Other,Venmo cashout,0.52
9/5/2024,POS,Expenses,Rent,Rent (August 2024),290
9/5/2024,POS,Expenses,Dining Out,Got coffee,6.38
9/6/2024,POS,Expenses,Education/Training,College University Tuition and Fees,2072.75
9/7/2024,POS,Expenses,Groceries,Bought energy drink from gas station,2.96
9/7/2024,POS,Expenses,Gas & Misc.,Gas,50
9/8/2024,POS,Expenses,Groceries,Groceries - Walmart,17.49
9/8/2024,POS,Expenses,Recreation,Ultimate Guitar Subscription,21.23
9/10/2024,POS,Expenses,Groceries,Propane refill,26.54
9/10/2024,POS,Expenses,Groceries,Groceries - Walmart,23.56
9/10/2024,POS,Expenses,Dining Out,Went to Tropical Smoothie,20.22
9/11/2024,POS,Expenses,Groceries,Groceries - Walmart,21.3
9/11/2024,ACH,Savings,Big Savings Bank,Transfer to savings,2900
9/12/2024,POS,Expenses,Dining Out,Got coffee,3.94
9/12/2024,POS,Expenses,Dining Out,Went to Culver's,7.8
9/13/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,2641.69
9/15/2024,POS,Expenses,Other,Bought Andrew Guitar cable,27.6
9/15/2024,POS,Expenses,Gas & Misc.,Gas,50
9/15/2024,POS,Expenses,Recreation,Bought guitar amp,113.62
9/16/2024,POS,Expenses,Dining Out,Got ice cream,13.3
9/16/2024,POS,Expenses,Groceries,Groceries - Walmart,19.63
9/16/2024,POS,Expenses,Other,Venmo for Augie football game ticket (Jane Doe),5
9/16/2024,POS,Expenses,Dining Out,Venmo for Culver's (John Doe),10
9/16/2024,POS,Expenses,Dining Out,Venmo for Wooden Legs (John Doe),9
9/16/2024,DEP,Income,Deposit Other,Venmo cashout,5.02
9/16/2024,DEP,Income,Deposit Other,Venmo cashout,28
9/16/2024,POS,Expenses,Groceries,Venmo for groceries (John Doe),13
9/17/2024,ACH,Savings,Big Savings Bank,Transfer to savings,1500
9/17/2024,ACH,Savings,Big Savings Bank,Car payment,100
9/19/2024,DEP,Income,Deposit Other,Refund from Ultimate Guitar,74.99
9/19/2024,POS,Expenses,Groceries,Groceries - GroceryMart,6
9/19/2024,POS,Expenses,Recreation,Bought stuff at T.J. Maxx,21.22
9/19/2024,POS,Expenses,Dining Out,Went to Tropical Smoothie,14.33
9/20/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),12
9/21/2024,POS,Expenses,Education/Training,ChatGPT Premium,21.24
9/21/2024,POS,Expenses,Dining Out,Went to Qdoba,6.38
9/22/2024,POS,Expenses,Gas & Misc.,Got a car wash,7.43
9/22/2024,POS,Expenses,Groceries,Groceries - GroceryMart,7
9/22/2024,POS,Expenses,Other,Bought fuses at Lowes,7.41
9/23/2024,POS,Expenses,Groceries,Groceries - GroceryMart,8
9/23/2024,POS,Expenses,Health Care,Chiropractor,30
9/23/2024,POS,Expenses,Groceries,Venmo for raspberries (Jane Doe),3
9/24/2024,POS,Expenses,Groceries,Venmo for groceries (John Doe),5.5
9/24/2024,POS,Expenses,Recreation,Withdrew money,40
9/24/2024,POS,Expenses,Haircuts,Haircut,23.67
9/24/2024,POS,Expenses,Groceries,Groceries - Walmart,29.35
9/25/2024,POS,Expenses,Groceries,Groceries - Walmart,49.08
9/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
9/25/2024,POS,Expenses,Other,Bought drill bits at Lowes,9.54
9/26/2024,POS,Expenses,Groceries,Groceries - Walmart,5.69
9/26/2024,POS,Expenses,Groceries,Groceries - Walmart,14.5
9/26/2024,POS,Expenses,Fitness,Bought new running shoes,169.92
9/26/2024,POS,Expenses,Dining Out,Went to Applebees with Jane,46.26
9/26/2024,POS,Expenses,Groceries,Venmo for raspberries (John Doe),3
9/27/2024,DEP,Income,Deposit Other,Venmo cashout,49.7
9/27/2024,POS,Expenses,Utilities,Utilities (June 2024),92
9/27/2024,POS,Expenses,Utilities,Utilities (July 2024),98
9/27/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),9
9/27/2024,POS,Expenses,Dining Out,Got coffee,6.65
9/27/2024,POS,Expenses,Dining Out,Went to Tropical Smoothie,4.28
9/28/2024,POS,Expenses,Recreation,Bought Theo Von tickets,107.55
9/28/2024,POS,Expenses,Dining Out,Went to Subway,13.5
9/28/2024,POS,Expenses,Education/Training,Datacamp Subscription,149
9/29/2024,POS,Expenses,Dining Out,Went to Arby's,5.36
9/29/2024,POS,Expenses,Groceries,Groceries - Walmart,3.87
9/29/2024,POS,Expenses,Groceries,Groceries - Walmart,18.22
9/29/2024,POS,Expenses,Dining Out,Got breakfast with Dad,39.57
9/30/2024,POS,Expenses,Dining Out,Got coffee,6.38
9/30/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,946.68
9/30/2024,DEP,Income,Deposit Other,Venmo cashout,60.75
9/30/2024,ACH,Savings,Big Savings Bank,Transfer to savings,300
10/1/2024,POS,Expenses,Groceries,Groceries - GroceryMart,16
10/2/2024,POS,Expenses,Dining Out,Went to Culver's,7.81
10/3/2024,DEP,Income,Deposit Other,Refund for Datacamp subscription,149
10/4/2024,POS,Expenses,Groceries,Groceries - GroceryMart,22
10/4/2024,POS,Expenses,Fitness,Bought sealant for bike,7.43
10/4/2024,POS,Expenses,Rent,Rent (September 2024),259.26
10/5/2024,POS,Expenses,Dining Out,Went to Capriottis,8.89
10/5/2024,POS,Expenses,Gas & Misc.,Gas,50
10/6/2024,POS,Expenses,Groceries,Groceries - GroceryMart,4
10/6/2024,POS,Expenses,Recreation,Bought new phone screen protector,21.24
10/7/2024,POS,Expenses,Dining Out,Went to Tropical Smoothie,10.38
10/7/2024,DEP,Income,Deposit Other,First Money Bank Rewards,200
10/7/2024,DEP,Income,Deposit Other,Venmo cashout,7.04
10/7/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),20
10/7/2024,POS,Expenses,Groceries,Venmo for Sioux City Sarsaparilla (John Doe),1.5
10/8/2024,DEP,Income,Transfer from Other,Transfer from Dad (purchasing 2003 Ford F-150),5000
10/8/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,6000
10/8/2024,POS,Expenses,Dining Out,Went to Culver's,4.81
10/9/2024,DEP,Income,Transfer from Other,Transfer from Dad (Colorado Trip & Grandparents Anniversary),500
10/9/2024,POS,Expenses,Utilities,Utilities (August 2024),85.18
10/10/2024,DEP,Income,Deposit Other,Venmo cashout,6.75
10/10/2024,POS,Expenses,Car Payment,Cashier's check for purchasing car (2003 Ford F-150),10010
10/11/2024,POS,Expenses,Recreation,Get cash for rock band concert,22
10/11/2024,POS,Expenses,Recreation,ATM Fee,3
10/11/2024,POS,Expenses,Gas & Misc.,Gas,30
10/11/2024,POS,Expenses,Groceries,Groceries - Walmart,7.31
10/11/2024,POS,Expenses,Gas & Misc.,Gas,53.18
10/12/2024,POS,Expenses,Groceries,Groceries - Walmart,11.17
10/12/2024,POS,Expenses,Gas & Misc.,Gas,50
10/12/2024,POS,Expenses,Dining Out,Went to McDonald's,2.99
10/12/2024,POS,Expenses,Gas & Misc.,Gas,43.05
10/13/2024,POS,Expenses,Groceries,Groceries - Walmart,20.55
10/13/2024,POS,Expenses,Gas & Misc.,Gas,17.99
10/13/2024,POS,Expenses,Fitness,Bought bike tool (hex key set),18
10/13/2024,POS,Expenses,Recreation,Bought bear spray,34.99
10/13/2024,POS,Expenses,Groceries,Bought food at gas station,4.5
10/14/2024,POS,Expenses,Gas & Misc.,Gas,30
10/14/2024,POS,Expenses,Dining Out,Got coffee,16.8
10/14/2024,POS,Expenses,Fitness,Lactic Gym Hot Yoga,8.5
